national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
0,2.0,0,11,11,11,0,0,0,0,0,No,11,0.91,0.93,0,No,No,No,Yes,No,No
12,8.0,0,0,0,0,0,0,0,0,0,No,0,0.82,0.84,0,No,No,No,Yes,No,No
2,,0,0,0,0,0,0,0,0,1,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
67,8.0,78,2249,3758,5609,461,1882,3495,4720,447,No,232,0.79,0.71,14,No,No,Yes,Yes,No,Yes
4,2.0,0,2,4,5,0,4,4,5,0,No,1,0.51,0.61,0,No,No,No,Yes,No,No
6,12.0,0,0,0,0,0,1,1,1,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
5,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
5,8.0,0,0,0,0,0,0,0,0,0,No,0,0.8,0.86,0,No,No,Yes,Yes,No,No
15,8.0,0,0,0,0,0,0,1,1,1,No,0,0.87,0.92,0,No,No,No,Yes,No,No
0,9.0,0,6,6,6,0,5,5,6,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
545,4.0,67,864,1674,2538,605,1484,2664,3483,463,No,162,0.55,0.66,0,No,No,No,No,No,No
0,4.0,0,5,5,5,0,0,0,0,0,No,0,0.89,0.9,0,Yes,No,No,No,No,No
2,8.0,0,0,0,0,0,0,0,0,1,No,0,0.37,0.33,0,No,No,No,Yes,No,No
23,8.0,1,30,45,60,10,22,49,70,1,No,0,0.99,0.99,0,No,No,No,Yes,No,No
10,8.0,0,0,10,20,0,2,7,13,1,No,0,0.95,0.94,0,No,No,No,Yes,No,No
0,8.0,0,22,44,60,0,0,0,0,1,No,0,0.83,0.91,0,No,No,No,Yes,No,Yes
1172,8.0,0,0,0,0,0,1,2,4,3,No,0,0.99,0.85,0,No,No,Yes,Yes,No,No
2,8.0,0,5,10,15,1,6,10,14,0,No,5,0.82,0.81,0,No,No,No,Yes,No,No
7,9.0,0,0,0,0,0,0,0,0,0,No,0,0.94,0.83,0,Yes,No,No,Yes,No,No
553,8.0,142,469,1069,1669,200,610,1249,1914,165,No,0,0.93,0.96,0,No,No,Yes,Yes,No,No
8,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,Yes,Yes,No,No
0,8.0,0,0,0,0,0,0,0,0,0,No,0,0.95,0.97,0,No,No,No,Yes,No,No
4,12.0,0,0,0,0,0,0,0,0,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
34,8.0,41,73,129,195,17,70,116,181,18,No,21,0.5,0.46,0,No,No,No,Yes,No,No
1808,2.0,407,3600,6800,10200,926,3057,5740,8734,1422,No,0,0.9,0.95,0,No,No,No,Yes,No,No
3,2.0,0,0,0,0,0,0,0,4,0,No,0,0.97,0.93,0,No,No,Yes,Yes,No,No
217,5.0,0,0,0,0,0,9,20,24,0,No,0,0.99,0.98,0,No,No,No,Yes,No,No
165,9.0,0,0,0,0,0,0,0,0,0,No,0,0.85,0.82,0,No,No,No,Yes,No,No
5,2.0,0,38,65,92,14,33,55,61,4,No,0,0.9,0.81,0,No,No,No,Yes,No,No
34,9.0,5,0,4,24,7,18,36,53,0,No,0,0.94,0.83,0,No,No,No,Yes,No,No
36,9.0,0,40,80,120,10,31,55,81,32,No,0,0.58,0.45,0,No,No,No,Yes,No,No
20,2.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.76,0,No,No,No,Yes,No,No
0,8.0,0,25,40,55,10,27,45,61,0,No,5,0.34,0.57,0,No,No,No,Yes,No,Yes
0,2.0,3,3,3,3,0,0,0,0,0,No,3,0.83,0.91,0,Yes,No,No,Yes,No,No
351,4.0,221,715,1287,1638,141,536,1136,1739,73,No,13,0.73,0.78,0,No,No,No,Yes,No,No
6445,,0,0,0,0,0,0,1,1,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
3,0.0,0,0,0,0,0,0,0,1,1,No,0,0.0,0.0,0,No,No,No,No,No,No
2,8.0,0,30,50,74,4,22,44,69,5,No,2,0.37,0.34,0,No,No,No,Yes,No,No
25,8.0,0,70,118,154,17,56,88,125,23,No,9,0.99,0.97,0,No,No,No,Yes,No,No
11,2.0,0,0,0,0,0,0,0,1,0,No,0,0.47,0.44,0,No,No,No,Yes,No,No
5,8.0,0,1,4,7,0,1,5,10,4,No,1,0.86,0.88,0,No,No,No,Yes,No,No
4,8.0,0,0,0,0,0,0,0,0,1,No,0,0.18,0.33,0,No,No,No,Yes,No,No
8,2.0,0,0,0,0,0,0,2,2,0,No,0,0.99,0.96,0,No,No,No,Yes,No,No
3,12.0,0,2,4,6,0,6,7,10,2,No,0,0.85,0.92,0,No,No,No,Yes,No,No
10,2.0,0,0,0,0,0,0,1,1,0,No,0,0.98,0.98,0,No,No,No,Yes,No,No
22,9.0,0,0,0,0,2,4,9,11,0,No,0,0.85,0.82,0,No,No,No,Yes,No,No
255,2.0,206,336,1008,1512,121,500,1058,1538,199,No,0,0.98,0.98,0,No,No,No,Yes,No,No
0,2.0,0,0,0,0,0,0,0,0,0,No,0,0.87,0.9,0,Yes,No,No,Yes,No,No
280,,0,0,0,0,3,5,16,23,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
628,12.0,0,0,0,0,28,106,224,344,52,No,0,0.92,0.9,0,No,No,Yes,Yes,No,No
4,2.0,0,0,30,30,0,0,0,0,0,No,0,0.98,0.97,0,Yes,No,No,Yes,No,No
0,12.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,Yes,Yes,No,No
8,8.0,0,0,0,0,0,0,0,0,0,No,0,0.99,0.98,0,No,No,No,Yes,No,No
8,8.0,4,0,4,7,3,10,18,32,0,No,0,0.83,0.85,0,No,No,No,Yes,No,No
4,2.0,0,0,0,0,0,0,1,1,0,No,0,0.83,0.69,0,No,No,No,Yes,No,No
558,8.0,4,219,543,921,95,351,654,981,158,No,0,0.96,0.95,0,No,No,No,Yes,No,No
6,52.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,Yes,No,No,No,No,No
10,8.0,0,0,0,0,0,0,0,0,0,No,0,1.0,1.0,0,No,No,No,Yes,No,No
0,2.0,0,2,2,2,0,0,0,0,0,No,2,0.46,0.25,0,Yes,No,No,Yes,No,No
127,12.0,39,30,50,100,95,217,418,673,19,No,0,0.93,0.74,0,No,No,No,Yes,No,No
502,8.0,29,140,490,735,90,272,651,1121,145,No,35,0.94,0.95,0,No,No,No,Yes,No,No
5,8.0,0,0,0,0,1,1,1,2,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
312,8.0,0,0,0,0,0,1,2,2,1,No,0,0.98,0.9,0,No,No,No,Yes,No,No
144,9.0,35,37,114,180,19,59,152,237,28,No,1,0.85,0.82,0,No,No,No,Yes,No,No
9,4.0,0,0,0,0,0,0,2,2,0,No,0,0.79,0.66,0,Yes,No,No,Yes,No,No
1673,2.0,508,2688,5376,8256,810,2805,5140,7627,817,No,96,0.94,0.95,0,No,No,No,Yes,No,No
12,8.0,0,60,84,96,2,26,64,104,29,No,0,0.98,0.96,0,No,No,No,Yes,No,No
15,8.0,13,0,12,12,2,6,19,43,0,No,0,0.98,0.98,0,No,No,No,Yes,No,No
32,8.0,25,43,83,113,12,56,105,154,30,No,8,0.94,0.94,0,No,No,No,Yes,No,No
1,8.0,0,0,1,1,4,4,4,6,2,No,0,0.95,0.89,0,No,No,No,Yes,No,No
55,8.0,39,45,99,153,13,56,131,204,17,No,18,0.08,0.39,0,No,No,No,Yes,No,No
778,2.0,66,852,1843,2932,223,912,1481,1712,149,No,0,0.95,0.91,0,Yes,No,No,Yes,No,No
49,2.0,0,0,0,0,0,0,0,0,0,No,0,0.83,0.69,0,No,No,No,Yes,No,No
11,2.0,0,0,0,0,0,0,0,0,0,No,0,0.0,0.0,0,No,No,No,Yes,No,No
0,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
12,2.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.7,0,Yes,No,No,Yes,No,No
2,12.0,0,0,0,0,0,0,0,0,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
4,2.0,0,0,0,0,1,1,1,1,0,No,0,0.25,0.2,0,Yes,No,No,Yes,No,No
6398,12.0,0,0,0,0,0,0,0,0,0,No,0,0.74,0.69,0,No,No,Yes,Yes,No,No
0,8.0,0,4,5,7,1,3,7,7,0,No,2,0.84,0.82,0,No,No,No,Yes,No,No
12,12.0,0,0,0,0,0,0,0,0,1,No,0,0.48,0.48,0,Yes,No,No,Yes,No,No
11,8.0,0,66,66,66,1,6,15,24,3,No,0,0.99,0.99,0,No,No,No,Yes,No,No
2,12.0,0,0,0,0,0,0,0,2,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
0,2.0,0,12,12,12,0,0,0,0,0,No,12,0.83,0.91,0,Yes,No,No,Yes,No,No
555,8.0,505,1375,2375,3375,486,1318,2543,3844,363,No,125,0.74,0.73,0,No,No,No,Yes,No,No
1104,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
127,2.0,0,702,1152,1692,128,419,817,1167,107,No,54,0.33,0.32,0,No,No,No,Yes,No,No
469,8.0,2,0,0,0,14,49,124,203,33,No,0,0.99,0.96,0,No,No,No,Yes,No,No
3,,0,0,0,0,0,0,1,1,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
73,2.0,8,168,304,448,30,124,223,308,72,No,24,1.0,1.0,0,No,No,No,Yes,No,No
179,,0,0,0,0,7,29,80,108,3,No,0,-99.0,-99.0,0,No,No,Yes,Yes,No,No
433,8.0,2,0,0,0,25,73,132,196,34,No,0,0.99,0.99,0,No,No,No,Yes,No,No
485,4.0,0,1080,2484,3888,428,1426,2358,2993,158,No,270,0.55,0.66,0,No,No,No,No,No,No
937,8.0,167,0,330,550,25,208,366,708,137,No,0,0.98,0.96,0,No,No,No,Yes,No,No
180,2.0,26,350,690,1030,52,195,421,632,66,No,40,0.6,0.71,0,No,No,Yes,Yes,No,No
1,,0,0,0,0,0,0,0,0,1,No,0,-99.0,-99.0,0,Yes,No,No,No,No,No
52,12.0,0,0,0,0,2,14,25,43,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
150,8.0,0,0,0,0,0,0,0,0,0,No,0,0.68,0.75,0,No,No,No,Yes,No,No
0,2.0,0,5,25,25,0,0,0,0,0,No,0,0.9,0.91,0,Yes,No,Yes,Yes,No,No
5,8.0,6,5,15,15,1,7,15,25,5,No,5,0.93,0.95,0,No,No,No,Yes,No,No
3554,4.0,7,0,0,0,55,188,377,512,64,No,0,0.93,0.97,0,No,No,No,Yes,No,No
38,9.0,0,0,0,0,0,0,0,0,2,No,0,0.7,0.66,0,No,No,Yes,Yes,No,No
0,2.0,0,5,7,7,0,0,0,0,1,No,4,0.96,0.96,0,Yes,No,No,Yes,No,No
2,12.0,0,0,0,0,0,0,1,1,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
7,8.0,0,0,0,0,1,3,9,15,1,No,0,0.7,0.71,0,Yes,No,No,Yes,No,No
5,8.0,0,184,184,368,0,0,0,0,0,No,184,0.99,0.97,0,No,No,No,Yes,No,No
4,8.0,0,0,0,2,0,0,2,2,0,No,0,0.97,0.98,0,No,No,No,Yes,No,No
418,8.0,3,0,0,0,15,43,113,175,25,No,0,0.92,0.89,0,No,No,No,Yes,No,No
27,8.0,0,0,0,0,0,18,18,18,0,No,0,0.81,0.91,0,No,No,No,Yes,No,No
4,12.0,0,0,0,0,0,0,0,0,0,No,0,0.98,0.98,0,No,No,No,Yes,No,No
12,8.0,2,27,45,101,2,17,54,89,9,No,1,0.92,0.71,0,No,No,Yes,Yes,No,No
3,17.0,0,0,0,0,0,0,0,0,0,No,0,0.7,0.73,0,No,No,No,Yes,No,No
13,8.0,0,0,0,0,0,1,1,1,1,No,0,0.98,0.98,0,No,No,No,Yes,No,No
2,2.0,0,4,4,4,2,2,2,2,0,No,2,0.83,0.69,0,Yes,No,No,Yes,No,No
101,2.0,0,0,0,0,0,0,0,0,1,No,0,1.0,0.93,0,Yes,No,No,Yes,No,No
0,,0,40,50,50,0,0,0,0,0,No,19,-99.0,-99.0,0,No,No,No,Yes,No,No
0,2.0,0,0,0,0,0,0,0,0,0,No,0,0.53,0.53,0,No,No,Yes,Yes,No,No
101,2.0,17,28,52,84,6,21,31,39,23,No,12,0.98,0.98,0,Yes,No,No,Yes,No,No
4,4.0,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,Yes,No,No,Yes,No,No
93,8.0,101,336,720,1104,75,288,737,1095,65,No,48,0.53,0.54,2,No,No,Yes,Yes,No,No
55,8.0,20,19,81,130,15,47,94,148,17,No,1,0.5,0.46,0,No,No,No,Yes,No,No
2,8.0,0,40,40,40,1,2,4,4,0,No,0,0.5,0.52,0,Yes,No,No,No,No,No
61,8.0,1,28,50,72,17,35,52,74,13,No,0,0.7,0.71,0,No,No,No,Yes,No,No
1891,8.0,0,400,1200,3000,321,629,2800,3620,0,No,400,0.99,0.98,0,No,No,No,Yes,No,No
0,8.0,0,0,0,0,0,5,15,19,0,No,0,0.99,0.99,0,Yes,No,No,Yes,No,No
0,2.0,0,4,4,4,0,0,0,0,0,No,0,0.84,0.87,0,No,No,Yes,Yes,No,No
396,12.0,0,200,200,200,42,128,257,397,3,No,0,0.41,0.46,0,No,No,No,No,No,No
66,4.0,0,0,0,0,0,0,0,0,1,No,0,0.75,0.72,0,Yes,No,No,Yes,No,No
458,8.0,182,300,420,480,123,353,845,1436,198,No,0,0.82,0.81,0,No,No,No,Yes,No,No
3,12.0,0,0,0,0,0,0,0,0,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
24,8.0,0,21,54,87,6,25,65,96,2,No,0,0.97,0.93,0,No,No,No,Yes,No,No
2,16.0,0,0,0,0,0,0,0,0,1,No,0,0.31,0.4,0,No,No,No,Yes,No,No
6,2.0,0,12,12,24,1,5,8,13,0,No,12,0.75,0.63,0,Yes,No,No,Yes,No,No
96,8.0,2,42,79,145,19,65,128,213,27,No,0,0.79,0.79,0,No,No,No,Yes,No,No
6,8.0,0,0,0,0,0,0,0,0,1,No,0,1.0,0.99,0,No,No,No,Yes,No,No
142,8.0,30,313,618,870,76,287,657,1103,169,No,34,0.48,0.52,0,No,No,No,Yes,No,No
0,2.0,0,4,4,4,0,0,0,0,0,No,0,0.97,0.95,0,Yes,No,No,Yes,No,No
2,8.0,0,0,0,0,0,0,0,0,1,No,0,0.19,0.49,0,Yes,No,No,Yes,No,No
0,2.0,0,2,2,2,0,0,0,0,0,No,2,-99.0,-99.0,0,Yes,No,No,Yes,No,No
202,4.0,100,96,242,340,25,133,333,514,33,No,5,0.73,0.78,0,No,No,No,Yes,No,No
13,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,Yes,Yes,No,No
24,8.0,0,0,0,0,0,0,0,0,1,No,0,0.0,0.0,0,No,No,No,Yes,No,No
52,2.0,0,0,75,75,14,37,63,79,0,No,0,0.57,0.67,0,No,No,No,Yes,No,No
90,8.0,0,0,0,0,6,20,33,65,9,No,0,0.95,0.95,0,No,No,Yes,Yes,No,No
62,2.0,300,0,0,0,4,14,37,43,4,No,0,0.65,0.42,0,Yes,No,Yes,Yes,No,No
27,8.0,0,0,0,18,0,5,15,30,0,No,0,0.86,0.77,0,No,No,No,Yes,No,No
3,8.0,0,0,0,0,0,0,0,0,2,No,0,0.87,0.94,0,No,No,No,Yes,No,No
0,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
11,8.0,0,0,0,1,1,2,7,10,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
13,12.0,0,0,0,0,0,0,0,0,1,No,0,0.48,0.48,0,Yes,No,No,Yes,No,No
266,4.0,15,2,110,230,24,117,165,168,40,No,0,0.88,0.91,0,Yes,No,No,Yes,No,No
73,14.0,0,0,0,0,0,0,0,0,2,No,0,0.99,0.99,0,No,No,No,Yes,No,No
21,8.0,1,288,288,288,12,91,149,206,30,No,288,0.85,0.64,0,No,No,No,Yes,No,No
56,8.0,12,10,43,65,4,24,59,87,54,No,10,0.54,0.71,0,No,No,No,Yes,No,No
42,8.0,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,Yes,Yes,No,No
2,12.0,0,1,2,3,0,2,2,2,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
0,8.0,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,Yes,Yes,No,No
514,8.0,0,0,0,0,4,14,35,70,15,No,0,0.99,0.99,0,No,No,No,Yes,No,No
236,4.0,26,49,167,238,23,102,248,393,53,No,2,0.73,0.78,0,No,No,No,Yes,No,No
51,,0,0,0,0,4,4,9,9,4,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
19,8.0,11,81,152,196,11,47,93,141,12,No,11,0.5,0.46,0,No,No,No,Yes,No,No
0,4.0,0,4,4,4,0,0,0,0,0,No,2,0.7,0.66,0,Yes,No,No,Yes,No,No
20,2.0,0,28,28,56,0,3,11,13,2,No,0,0.97,0.95,0,No,No,No,Yes,No,No
179,8.0,0,2,2,2,0,0,0,0,0,No,0,0.91,0.94,0,No,No,No,Yes,No,No
17,2.0,0,0,0,0,6,6,9,9,1,No,0,0.97,0.98,0,No,No,No,Yes,No,No
9,0.0,0,0,20,20,2,4,9,19,1,No,0,0.0,0.0,0,No,No,No,No,No,No
5,12.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,Yes,No,No,Yes,No,No
3,4.0,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
7,8.0,0,0,0,0,0,0,0,0,0,No,0,0.0,0.0,0,No,No,Yes,Yes,No,No
145,8.0,9,139,273,407,39,123,260,364,54,No,0,0.96,0.89,0,No,No,No,Yes,No,No
2677,,0,1848,3939,5086,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
378,8.0,44,672,1536,2196,172,667,1679,2675,223,No,0,0.95,0.96,0,No,No,No,Yes,No,No
173,8.0,100,0,200,200,9,49,162,228,24,No,0,0.87,0.91,0,No,No,No,Yes,No,No
2,9.0,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,Yes,Yes,No,No
0,8.0,0,2,3,4,0,1,2,2,1,No,0,0.56,0.68,0,No,No,No,Yes,No,Yes
21,12.0,9,50,88,129,7,31,68,121,31,No,1,0.77,0.75,0,No,No,No,Yes,No,No
0,12.0,0,27,48,49,0,0,0,0,0,No,0,0.73,0.7,0,No,No,Yes,No,No,No
40,,0,0,0,0,0,1,4,5,6,No,0,-99.0,-99.0,0,Yes,No,Yes,Yes,No,No
5,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
17,,0,0,4,5,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
28,9.0,0,0,0,0,9,13,28,34,0,No,0,0.85,0.82,0,No,No,Yes,Yes,No,No
53,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
74,8.0,48,43,83,163,20,73,130,218,39,No,3,0.94,0.94,0,No,No,No,Yes,No,No
6552,,0,0,0,0,0,0,0,0,2,No,0,-99.0,-99.0,0,Yes,No,Yes,Yes,No,No
1,8.0,0,0,0,0,0,0,0,0,0,No,0,0.79,0.87,0,Yes,No,No,Yes,No,No
11,8.0,0,9,24,42,3,10,21,34,3,No,0,0.87,0.88,0,No,No,No,Yes,No,No
40,4.0,51,119,164,194,49,110,234,336,0,No,8,0.73,0.78,0,No,No,No,Yes,No,No
9,12.0,0,5,5,5,0,0,0,0,1,No,5,0.48,0.48,0,Yes,No,No,Yes,No,No
6,8.0,0,0,0,0,0,0,0,0,1,No,0,0.1,0.11,0,No,No,No,Yes,No,No
3,9.0,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
2,4.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,Yes,No,No,Yes,No,No
0,12.0,0,5,5,5,0,0,0,0,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
235,10.0,2,0,52,147,14,64,223,342,21,No,0,0.65,0.71,0,No,No,No,Yes,No,No
0,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
278,2.0,0,0,0,0,5,7,7,14,0,No,0,0.83,0.69,0,No,No,No,Yes,No,No
6,2.0,0,0,0,1,0,0,4,4,0,No,0,0.97,0.93,0,No,No,No,Yes,No,No
939,,0,0,0,0,0,0,1,1,5,No,0,-99.0,-99.0,0,Yes,No,No,No,No,No
4,2.0,0,0,3,3,0,0,0,0,0,No,0,0.97,0.96,0,Yes,No,Yes,Yes,No,No
11,8.0,0,0,0,0,2,2,2,5,0,No,0,0.37,0.34,0,No,No,No,Yes,No,No
4,8.0,0,0,0,1,0,0,2,7,0,No,0,0.9,0.88,0,No,No,No,Yes,No,No
14,8.0,0,28,42,56,3,10,29,45,5,No,0,0.81,0.85,0,No,No,No,Yes,No,No
0,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,Yes,Yes,No,No
4,2.0,0,10,10,10,0,0,0,0,0,No,0,0.0,0.0,0,Yes,No,No,Yes,No,No
0,4.0,0,8,8,8,0,0,0,0,0,No,1,0.73,0.78,0,Yes,No,No,Yes,No,No
689,8.0,0,0,0,0,0,0,0,0,0,No,0,0.97,0.97,0,Yes,No,No,Yes,No,No
62,8.0,0,16,64,128,13,53,102,143,11,No,0,0.85,0.92,0,No,No,No,Yes,No,No
247,0.0,6,0,0,270,52,144,234,351,56,No,0,0.0,0.0,0,No,No,No,No,No,No
6,12.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
722,8.0,232,636,1392,2022,140,530,1186,2492,143,No,16,0.84,0.89,0,No,No,No,Yes,No,No
3,2.0,0,3,6,7,3,3,7,10,0,No,0,1.0,0.97,0,No,No,No,Yes,No,No
6,12.0,0,0,2,5,0,1,7,8,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
20,14.0,0,0,0,8,1,3,6,16,0,No,0,0.89,0.9,0,No,No,Yes,Yes,No,No
10,4.0,0,1,4,8,0,1,2,3,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
9,12.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
160,8.0,3,149,310,425,11,68,179,310,43,No,0,0.35,0.52,0,No,No,No,Yes,No,No
10,8.0,0,0,0,0,0,0,0,0,0,No,0,0.0,0.0,0,No,No,Yes,Yes,No,No
26,8.0,0,10,31,55,6,24,45,80,8,No,0,1.0,0.98,0,No,No,Yes,Yes,No,No
793,2.0,0,500,1000,1500,130,509,909,1374,136,No,0,0.0,0.22,0,No,No,No,Yes,No,No
306,2.0,211,1012,2134,3175,343,970,2143,3296,219,No,53,0.48,0.52,0,No,No,No,Yes,No,No
17,12.0,0,0,0,0,3,5,15,22,1,No,0,0.57,0.68,0,No,No,No,Yes,No,No
0,8.0,0,356,412,440,0,0,0,0,10,No,3,0.0,0.0,45,No,No,No,Yes,No,No
184,2.0,110,94,222,414,40,147,252,302,61,No,30,0.98,0.98,0,No,No,No,Yes,No,No
134,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
4,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
365,4.0,0,0,0,0,2,7,12,12,16,No,0,0.22,0.15,0,Yes,No,No,Yes,No,No
0,4.0,0,8,8,8,0,0,0,0,0,No,1,0.73,0.78,0,Yes,No,No,Yes,No,No
10,8.0,0,0,0,0,0,0,0,0,0,No,0,0.82,0.84,0,No,No,No,Yes,No,No
732,4.0,18,2447,2447,3311,637,2216,4535,6520,261,No,720,0.55,0.66,0,No,No,No,No,No,No
-3,12.0,2,825,1327,1832,2,87,240,345,104,No,28,0.77,0.73,3,No,No,No,Yes,No,No
902,16.0,0,0,0,0,18,79,91,122,2,No,0,1.0,0.8,0,No,No,No,Yes,No,No
5,12.0,0,0,0,0,0,0,0,2,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
22,8.0,60,19,40,40,0,0,0,0,0,No,0,0.67,0.81,0,No,No,No,Yes,No,No
182,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
22,8.0,0,0,2,6,5,10,22,39,0,No,0,0.87,0.88,0,No,No,No,Yes,No,No
0,2.0,0,12,12,12,0,0,0,0,0,No,12,0.83,0.91,0,Yes,No,No,Yes,No,No
11,2.0,0,0,0,0,0,0,0,0,1,No,0,0.98,0.97,0,Yes,No,No,Yes,No,No
34,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,Yes,No,No,No
67,2.0,14,52,130,182,12,33,73,111,0,No,0,0.73,0.82,0,No,No,No,Yes,No,No
18,2.0,0,0,0,0,0,0,1,2,0,No,0,0.04,0.04,0,No,No,Yes,Yes,No,No
7,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,No,No,No,No
11,8.0,0,0,22,22,0,2,12,19,2,No,0,0.91,0.78,0,No,No,No,Yes,No,No
24179,2.0,2182,0,12960,23040,3008,10726,25495,45217,3253,No,0,0.95,0.97,0,No,No,No,Yes,No,No
65,8.0,0,0,0,55,5,18,41,66,5,No,0,1.0,0.98,0,No,No,No,Yes,No,No
27,8.0,0,0,0,0,0,0,0,0,0,No,0,0.37,0.34,0,No,No,No,Yes,No,No
845,8.0,606,786,1554,3090,505,1537,2528,3531,190,No,18,0.55,0.4,0,No,No,No,Yes,No,No
0,12.0,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
301,12.0,117,260,483,558,8,61,369,680,46,No,0,0.98,0.95,0,No,No,No,Yes,No,No
338,8.0,11,48,48,103,76,220,386,599,27,No,8,0.0,0.0,0,No,No,No,Yes,No,No
5,,0,0,0,0,0,0,1,2,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
15,12.0,2,0,0,0,1,4,7,10,0,No,0,1.0,1.0,0,No,No,No,Yes,No,No
7,4.0,0,0,0,0,0,0,0,0,1,No,0,0.89,0.9,0,Yes,No,No,Yes,No,No
432,2.0,0,0,0,0,4,30,66,95,0,No,0,0.83,0.69,0,No,No,No,Yes,No,No
183,2.0,0,0,0,0,8,25,48,66,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
7,2.0,0,0,0,0,0,0,0,0,0,No,0,1.0,1.0,0,Yes,No,No,Yes,No,No
135,8.0,0,155,310,465,41,147,318,479,15,No,0,0.72,0.63,0,No,No,Yes,Yes,No,No
788,22.0,523,1198,2055,2503,652,1076,1261,1898,462,No,0,0.93,0.89,0,No,No,No,Yes,No,Yes
69,8.0,0,0,0,0,0,6,9,9,5,No,0,0.94,0.74,0,No,No,No,Yes,No,No
3,8.0,0,0,0,0,0,0,1,2,1,No,0,0.9,0.93,0,No,No,No,Yes,No,No
9,8.0,1,5,10,15,3,7,12,23,1,No,0,0.84,0.82,0,No,No,No,Yes,No,No
15,,0,0,0,0,0,1,3,4,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
